Unit,Question,Answer
VISUAL 4 - UNIT 11,"""Do you get dressed in normal clothes or in a school uniform?""","""I get dressed in normal clothes."" / ""I get dressed in a school uniform."""
VISUAL 4 - UNIT 11,"""Do you like dressing up?""","""Yes, I like dressing up."" / ""No, I do not like dressing up."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about dressing up as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you dress up slowly or quickly?""","""I dress up slowly."" / ""I dress up quickly."""
VISUAL 4 - UNIT 11,"""Do you dress up before or after breakfast?""","""I dress up before breakfast."" / ""I dress up after breakfast."""
VISUAL 4 - UNIT 11,"""Is dressing up fun or boring?""","""Dressing up is fun."" / ""Dressing up is boring."""
VISUAL 4 - UNIT 11,"""Do you dress up your pet?""","""Yes, I dress up my pet."" / ""No, I do not dress up my pet."""
VISUAL 4 - UNIT 11,"""What is he having?""","""He is having breakfast."""
VISUAL 4 - UNIT 11,"""When do you have breakfast?""","""I have breakfast in the morning."""
VISUAL 4 - UNIT 11,"""What time do you have breakfast?""","""I have breakfast at [insert time]."""
VISUAL 4 - UNIT 11,"""What do you eat for breakfast?""","""I eat [insert food] for breakfast."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about having breakfast as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you have a big or small breakfast?""","""I have a big breakfast."" / ""I have a small breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat boiled eggs for breakfast?""","""Yes, I eat boiled eggs for breakfast."" / ""No, I do not eat boiled eggs for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat cereal for breakfast?""","""Yes, I eat cereal for breakfast."" / ""No, I do not eat cereal for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat fried eggs for breakfast?""","""Yes, I eat fried eggs for breakfast."" / ""No, I do not eat fried eggs for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat Nutella for breakfast?""","""Yes, I eat Nutella for breakfast."" / ""No, I do not eat Nutella for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat jam for breakfast?""","""Yes, I eat jam for breakfast."" / ""No, I do not eat jam for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat pancakes for breakfast?""","""Yes, I eat pancakes for breakfast."" / ""No, I do not eat pancakes for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat sausages for breakfast?""","""Yes, I eat sausages for breakfast."" / ""No, I do not eat sausages for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat fast food for breakfast?""","""Yes, I eat fast food for breakfast."" / ""No, I do not eat fast food for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat toast for breakfast?""","""Yes, I eat toast for breakfast."" / ""No, I do not eat toast for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat ice cream for breakfast?""","""Yes, I eat ice cream for breakfast."" / ""No, I do not eat ice cream for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat pizza for breakfast?""","""Yes, I eat pizza for breakfast."" / ""No, I do not eat pizza for breakfast."""
VISUAL 4 - UNIT 11,"""Do you eat yogurt for breakfast?""","""Yes, I eat yogurt for breakfast."" / ""No, I do not eat yogurt for breakfast."""
VISUAL 4 - UNIT 11,"""Where is he going?""","""He is going to school."""
VISUAL 4 - UNIT 11,"""What time do you go to school?""","""I go to school at [insert time]."""
VISUAL 4 - UNIT 11,"""Do you go to school in the morning, afternoon, evening, or night?""","""I go to school in the morning."""
VISUAL 4 - UNIT 11,"""Do you like to go to school?""","""Yes, I like to go to school."" / ""No, I do not like to go to school."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about going to school as part of a daily routine."""
VISUAL 4 - UNIT 11,"""How do you go to school?""","""I go to school by bike."""
VISUAL 4 - UNIT 11,"""How do you go to school?""","""I go to school by bus."""
VISUAL 4 - UNIT 11,"""How do you go to school?""","""I go to school by car."""
VISUAL 4 - UNIT 11,"""How do you go to school?""","""I go to school on foot."""
VISUAL 4 - UNIT 11,"""What are they doing?""","""They are having lessons."""
VISUAL 4 - UNIT 11,"""What time do you start lessons?""","""I start lessons at [insert time]."""
VISUAL 4 - UNIT 11,"""How many lessons do you have a day?""","""I have [insert number] lessons a day."""
VISUAL 4 - UNIT 11,"""What is your favorite lesson?""","""My favorite lesson is [insert subject]."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about having lessons as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you like having lessons?""","""Yes, I like having lessons."" / ""No, I do not like having lessons."""
VISUAL 4 - UNIT 11,"""What lessons are they having?""","""They are having chemistry lessons."""
VISUAL 4 - UNIT 11,"""What lessons are they having?""","""They are having math lessons."""
VISUAL 4 - UNIT 11,"""What lessons are they having?""","""They are having online lessons."""
VISUAL 4 - UNIT 11,"""What are they doing?""","""They are hanging out."""
VISUAL 4 - UNIT 11,"""Who do you hang out with?""","""I hang out with [insert name or group]."""
VISUAL 4 - UNIT 11,"""Do you hang out with girls?""","""Yes, I hang out with girls."" / ""No, I do not hang out with girls."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about hanging out as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you hang out with boys?""","""Yes, I hang out with boys."" / ""No, I do not hang out with boys."""
VISUAL 4 - UNIT 11,"""Do you hang out at home with your friends?""","""Yes, I hang out at home with my friends."" / ""No, I do not hang out at home with my friends."""
VISUAL 4 - UNIT 11,"""Do you hang out with friends at the canteen?""","""Yes, I hang out with friends at the canteen."" / ""No, I do not hang out with friends at the canteen."""
VISUAL 4 - UNIT 11,"""Do you hang out with friends at the playground?""","""Yes, I hang out with friends at the playground."" / ""No, I do not hang out with friends at the playground."""
VISUAL 4 - UNIT 11,"""Do you hang out with your parents?""","""Yes, I hang out with my parents."" / ""No, I do not hang out with my parents."""
VISUAL 4 - UNIT 11,"""Do you like to do sports in school?""","""Yes, I like to do sports in school."" / ""No, I do not like to do sports in school."""
VISUAL 4 - UNIT 11,"""What types of sports do you do in school?""","""I do [insert sport] in school."""
VISUAL 4 - UNIT 11,"""How many sports lessons do you have a week?""","""I have [insert number] sports lessons a week."""
VISUAL 4 - UNIT 11,"""Do you do sports outside in school?""","""Yes, I do sports outside in school."" / ""No, I do not do sports outside in school."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about doing sports as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you do sports in the gym inside the school?""","""Yes, I do sports in the gym inside the school."" / ""No, I do not do sports in the gym inside the school."""
VISUAL 4 - UNIT 11,"""Who is your sports teacher?""","""My sports teacher is [insert name]."""
VISUAL 4 - UNIT 11,"""Do you have a sports field in school?""","""Yes, I have a sports field in school."" / ""No, I do not have a sports field in school."""
VISUAL 4 - UNIT 11,"""Do you have a gym in school?""","""Yes, I have a gym in school."" / ""No, I do not have a gym in school."""
VISUAL 4 - UNIT 11,"""What are they doing?""","""They are having lunch."""
VISUAL 4 - UNIT 11,"""Do you have lunch in school or at home?""","""I have lunch in school."" / ""I have lunch at home."""
VISUAL 4 - UNIT 11,"""Do you have packed lunch or school lunch?""","""I have packed lunch."" / ""I have school lunch."""
VISUAL 4 - UNIT 11,"""What time do you eat lunch in school?""","""I eat lunch in the afternoon."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about having lunch as part of a daily routine."""
VISUAL 4 - UNIT 11,"""What do you eat for lunch in school?""","""I eat [insert food] for lunch in school."""
VISUAL 4 - UNIT 11,"""Do you like the lunch in school?""","""Yes, I like the lunch in school."" / ""No, I do not like the lunch in school."""
VISUAL 4 - UNIT 11,"""Where do you have school lunch in school?""","""I have school lunch in the canteen."""
VISUAL 4 - UNIT 11,"""What is this video about?""","""This video is about school lunches around the world."""
VISUAL 4 - UNIT 11,"""What are they doing?""","""They are going home."""
VISUAL 4 - UNIT 11,"""What time do you go home?""","""I go home in the evening."""
VISUAL 4 - UNIT 11,"""What time do you go home?""","""I go home at [insert time]."""
VISUAL 4 - UNIT 11,"""How do you feel when you go home from school?""","""I feel happy when I go home from school."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about going home as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you go home by bus?""","""Yes, I go home by bus."" / ""No, I do not go home by bus."""
VISUAL 4 - UNIT 11,"""Do you go home on foot?""","""Yes, I go home on foot."" / ""No, I do not go home on foot."""
VISUAL 4 - UNIT 11,"""Do you go home by bike?""","""Yes, I go home by bike."" / ""No, I do not go home by bike."""
VISUAL 4 - UNIT 11,"""Do you go home by car?""","""Yes, I go home by car."" / ""No, I do not go home by car."""
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is doing homework."""
VISUAL 4 - UNIT 11,"""Do you like doing your homework?""","""Yes, I like doing my homework."" / ""No, I do not like doing my homework."""
VISUAL 4 - UNIT 11,"""When do you do your homework?""","""I do my homework in the evening."""
VISUAL 4 - UNIT 11,"""What time do you do your homework?""","""I do my homework at [insert time]."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about doing homework as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you do your homework with your parents?""","""Yes, I do my homework with my parents."" / ""No, I do not do my homework with my parents."""
VISUAL 4 - UNIT 11,"""Where do you do your homework?""","""I do my homework in my room."""
VISUAL 4 - UNIT 11,"""Do you have a lot or a little homework?""","""I have a lot of homework."" / ""I have a little homework."""
VISUAL 4 - UNIT 11,"""Where is she doing her homework?""","""She is doing her homework in the living room."""
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is relaxing."""
VISUAL 4 - UNIT 11,"""Do you play games to relax?""","""Yes, I play games to relax."" / ""No, I do not play games to relax."""
VISUAL 4 - UNIT 11,"""Do you relax after school?""","""Yes, I relax after school."" / ""No, I do not relax after school."""
VISUAL 4 - UNIT 11,"""Do you listen to music to relax?""","""Yes, I listen to music to relax."" / ""No, I do not listen to music to relax."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about relaxing as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you read books to relax?""","""Yes, I read books to relax."" / ""No, I do not read books to relax."""
VISUAL 4 - UNIT 11,"""Do you use social media to relax?""","""Yes, I use social media to relax."" / ""No, I do not use social media to relax."""
VISUAL 4 - UNIT 11,"""Do you watch TV to relax?""","""Yes, I watch TV to relax."" / ""No, I do not watch TV to relax."""
VISUAL 4 - UNIT 11,"""Do you take naps to relax?""","""Yes, I take naps to relax."" / ""No, I do not take naps to relax."""
VISUAL 4 - UNIT 11,"""What are they doing?""","""They are having dinner."""
VISUAL 4 - UNIT 11,"""When do you have dinner?""","""I have dinner in the evening."""
VISUAL 4 - UNIT 11,"""What time do you have dinner?""","""I have dinner at [insert time]."""
VISUAL 4 - UNIT 11,"""What do you have for dinner?""","""I have [insert food] for dinner."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about having dinner as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Where do you have dinner?""","""I have dinner in the kitchen."" / ""I have dinner in the dining room."""
VISUAL 4 - UNIT 11,"""Do you have dinner or supper in the evening?""","""I have dinner in the evening."""
VISUAL 4 - UNIT 11,"""Who cooks dinner at home?""","""My mother cooks dinner at home."""
VISUAL 4 - UNIT 11,"""What dinner can you cook at home?""","""I can cook pasta for dinner at home."""
VISUAL 4 - UNIT 11,"""What is she doing?""","""She is having a bath."""
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is having a shower."""
VISUAL 4 - UNIT 11,"""Do you prefer to have a bath or a shower?""","""I prefer to have a shower."" / ""I prefer to have a bath."""
VISUAL 4 - UNIT 11,"""When do you have a bath or shower?""","""I have a bath or shower in the evening."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about having a bath or shower as part of a daily routine."""
VISUAL 4 - UNIT 11,"""What time do you have a bath or shower?""","""I have a bath or shower at [insert time]."""
VISUAL 4 - UNIT 11,"""Do you prefer taking a bath or shower in the morning or evening?""","""I prefer taking a shower in the evening."""
VISUAL 4 - UNIT 11,"""How long do you take a shower or bath?""","""I take 10 minutes for a shower."""
VISUAL 4 - UNIT 11,"""Do you listen to music when you are in the bath or shower?""","""Yes, I listen to music in the bath or shower."" / ""No, I do not listen to music."""
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is going to sleep."""
VISUAL 4 - UNIT 11,"""When do you go to sleep?""","""I go to sleep at night."""
VISUAL 4 - UNIT 11,"""What time do you go to sleep?""","""I go to bed at [insert time]."""
VISUAL 4 - UNIT 11,"""Where do you sleep?""","""I sleep in the bedroom."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about going to sleep as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you go to bed early or late?""","""I go to bed early."" / ""I go to bed late."""
VISUAL 4 - UNIT 11,"""How many hours do you sleep?""","""I sleep for 8 hours."""
VISUAL 4 - UNIT 11,"""Do you sleep with your pet?""","""Yes, I sleep with my pet."" / ""No, I do not sleep with my pet."""
VISUAL 4 - UNIT 11,"""Do you sleep with the TV on?""","""Yes, I sleep with the TV on."" / ""No, I do not sleep with the TV on."""
VISUAL 4 - UNIT 11,"""What else do you do during the day?""","""I also study and exercise during the day."""
VISUAL 4 - UNIT 11,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 12,"""What is it?""","""It is a cow."""
VISUAL 4 - UNIT 12,"""What is it?""","""It is a calf."""
VISUAL 4 - UNIT 12,"""What can you see?""","""I can see a cow and a calf."""
VISUAL 4 - UNIT 12,"""What do cows give?""","""Cows give meat."""
VISUAL 4 - UNIT 12,"""What do cows give?""","""Cows give milk."""
VISUAL 4 - UNIT 12,"""What is this image about?""","""This image is about cows and calves as farm animals."""
VISUAL 4 - UNIT 12,"""Is it a happy or sad cow?""","""It is a happy cow."" / ""It is a sad cow."""
VISUAL 4 - UNIT 12,"""Is it a small or big cow?""","""It is a big cow."" / ""It is a small cow."""
VISUAL 4 - UNIT 12,"""What is the cow doing?""","""The cow is sleeping."" / ""The cow is dancing."""
VISUAL 4 - UNIT 12,"""What is the cow doing?""","""The cow is running."" / ""The cow is flying."""
VISUAL 4 - UNIT 12,"""What is the cow doing?""","""The cow is walking."" / ""The cow is running."""
VISUAL 4 - UNIT 12,"""What is the cow doing?""","""The cow is walking."" / ""The cow is swimming."""
VISUAL 4 - UNIT 12,"""What is the cow doing?""","""The cow is eating."" / ""The cow is drinking."""
VISUAL 4 - UNIT 12,"""What is she doing?""","""She is feeding the calf."""
